Dozentennummer;ProsopID;Institution;Fakultaet;Vollname;Nachname;Vorname;Typ;Beschreibung;Von;Bis;Geburt;Tod;Verwandt
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;lehrtaetigkeit_unibe;PD Internationales öffentliches Privatrecht und französisches Recht;1896-01-01;;;;
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;lehrtaetigkeit_unibe;Titularprofessor;1901-01-01;;;;
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;lehrtaetigkeit_unibe;aoP Internationales Recht;1905-01-01;;;;
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;austritt_unibe;Urlaub auf unbestimmte Zeit;1907-01-01;;;;
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;taetigkeit_nach_austritt;Mitglied des gemischten Appellationsgerichtshofs Alexandria / Ägypten;1907-01-01;;;;
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;taetigkeit_nach_austritt;Mitglied des Instituts für internationales Recht Lausanne;;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;geburt;geboren;1934-06-03;;1934-06-03;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;tod;gestorben;;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;ausbildung;Gymnasium in Donaueschingen;;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;ausbildung;Studium in Bonn;;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;ausbildung;Diplom Bonn;1959-01-01;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;ausbildung;Dr. rer. nat. Bonn;1961-01-01;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;taetigkeit_vor_Eintritt;Postdoctoral fellow Madison Wisc. / USA;;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;taetigkeit_vor_Eintritt;Wissenschaftlicher Mitarbeiter / Oberassistent ETH Zürich;1963-01-01;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;taetigkeit_vor_Eintritt;Lehrbeauftragter Freiburg i. Ü.;1968-01-01;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;lehrtaetigkeit_unibe;Lektor Organische Chemie;1972-01-01;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;lehrtaetigkeit_unibe;PD;1975-01-01;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;lehrtaetigkeit_unibe;aoP;1976-01-01;;;;
1571;7.2.43;Universität;phil.-nat.;Keese Reinhart;Keese;Reinhart;austritt_unibe;-;;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;geburt;geboren;1874-04-19;;1874-04-19;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;tod;gestorben;1959-12-13;;;1959-12-13;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;ausbildung;Gymnasium in Heidelberg;;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;ausbildung;Studium in Heidelberg und München;;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;ausbildung;Staatsexamen Heidelberg;1898-01-01;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;ausbildung;Dr. med. Heidelberg;1899-01-01;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;taetigkeit_vor_Eintritt;PD Heidelberg;1903-01-01;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;taetigkeit_vor_Eintritt;aoP Heidelberg;1909-01-01;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;lehrtaetigkeit_unibe;oP Geburtshilfe und Gynäkologie;1910-01-01;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;austritt_unibe;Ruf nach Dresden;1911-01-01;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;taetigkeit_nach_austritt;oP Dresden / Direktor Kgl. Frauenklinik Dresden;1911-01-01;;;;
541;4.1.51;Universität;med.;Kehrer Erwin Karl Adolf;Kehrer;Erwin Karl Adolf;taetigkeit_nach_austritt;oP Marburg;1925-01-01;;;;
386;3.2.33;Universität;jurist.;Kellenberger Eduard;Kellenberger;Eduard;geburt;geboren;1889-12-04;;1889-12-04;;
386;3.2.33;Universität;jurist.;Kellenberger Eduard;Kellenberger;Eduard;tod;gestorben;1976-02-24;;;1976-02-24;
386;3.2.33;Universität;jurist.;Kellenberger Eduard;Kellenberger;Eduard;ausbildung;Kantonsschule St. Gallen;;;;;
386;3.2.33;Universität;jurist.;Kellenberger Eduard;Kellenberger;Eduard;ausbildung;Studium in München Paris London Zürich Basel;;;;;
386;3.2.33;Universität;jurist.;Kellenberger Eduard;Kellenberger;Eduard;ausbildung;Dr. phil. Basel;1914-01-01;;;;
386;3.2.33;Universität;jurist.;Kellenberger Eduard;Kellenberger;Eduard;taetigkeit_vor_Eintritt;Wirtschaftsredaktor / Bankpraxis;;;;;
386;3.2.33;Universität;jurist.;Kellenberger Eduard;Kellenberger;Eduard;lehrtaetigkeit_unibe;PD Nationalökonomie und Handelswissenschaften;1917-01-01;;;;
386;3.2.33;Universität;jurist.;Kellenberger Eduard;Kellenberger;Eduard;lehrtaetigkeit_unibe;aoP Geldtheorie und Währungspolitik;1943-01-01;;;;
386;3.2.33;Universität;jurist.;Kellenberger Eduard;Kellenberger;Eduard;austritt_unibe;Ruhestand;1960-01-01;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;geburt;geboren;1909-10-19;;1909-10-19;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;tod;gestorben;;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;ausbildung;Gymnasium in Bern;;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;ausbildung;Studium in Neuenburg Bern München;;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;ausbildung;Dr. phil. Bern;1935-01-01;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;ausbildung;Schüler von C. Sganzini ( Bern ) P. Häberlin ( Basel );;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;taetigkeit_vor_Eintritt;Wissenschaftliche Forschung Anthropologisches Institut der Stiftung Lucerna Universität Basel;;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;lehrtaetigkeit_unibe;PD Philosophie mit besonderer Berücksichtigung der Psychologie;1944-01-01;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;austritt_unibe;Ruf nach Zürich;1947-01-01;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;taetigkeit_nach_austritt;aoP Zürich;1947-01-01;;;;
1381;6.4.67;Universität;phil.-hist.;Keller Friedrich Wilhelm;Keller;Friedrich Wilhelm;taetigkeit_nach_austritt;oP Zürich;1956-01-01;1974-01-01;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;geburt;geboren;1928-05-16;;1928-05-16;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;tod;gestorben;;;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;ausbildung;Gymnasium in Zürich;;;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;ausbildung;Studium in Zürich;;;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;ausbildung;postgraduate Paris;;;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;ausbildung;Staatsexamen Zürich;1952-01-01;;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;ausbildung;Dr. med. vet. Zürich;1953-01-01;;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;taetigkeit_vor_Eintritt;aoP Zürich;;;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;taetigkeit_vor_Eintritt;Direktor Bundesamt für Veterinärwesen;;;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;lehrtaetigkeit_unibe;aoP Tierseuchenlehre und-gesetzgebung;1981-01-01;;;;
1090;5.2.17;Universität;med.-vet.;Keller Hans;Keller;Hans;austritt_unibe;-;;;;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;geburt;geboren;1935-07-02;;1935-07-02;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;tod;gestorben;;;;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;ausbildung;Kantonsschule Frauenfeld;;;;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;ausbildung;Studium in Freiburg i. Ü. Bern Zürich Paris Basel;;;;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;ausbildung;Staatsexamen Zürich;1960-01-01;;;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;ausbildung;Dr. med. Basel;1965-01-01;;;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;taetigkeit_vor_Eintritt;Leiter des Laboratoriums für Immunologie am Pathologischen Institut Bern;;;;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;lehrtaetigkeit_unibe;PD Experimentelle Entzündungspathologie;1972-01-01;;;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;lehrtaetigkeit_unibe;aoP Allgemeine Pathologie;1978-01-01;;;;
759;4.2.109;Universität;med.;Keller Hans Ulrich;Keller;Hans Ulrich;austritt_unibe;-;;;;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;geburt;geboren;1902-11-12;;1902-11-12;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;tod;gestorben;1977-08-10;;;1977-08-10;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;ausbildung;Gymnasium Bern;;;;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;ausbildung;Studium in Bern Wien Heidelberg Berlin;;;;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;ausbildung;Dr. jur. Heidelberg;;;;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;ausbildung;Dr. phil. Bern;;;;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;taetigkeit_vor_Eintritt;Konservator Schloss Thun;1919-01-01;1947-01-01;;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;taetigkeit_vor_Eintritt;Direktor eidg. Zentralbibliothek;1944-01-01;;;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;lehrtaetigkeit_unibe;PD Neuere Geschichte;1948-01-01;;;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;lehrtaetigkeit_unibe;HonP;1963-01-01;;;;
1304;6.3.15;Universität;phil.-hist.;Keller Hans-Gustav;Keller;Hans-Gustav;austritt_unibe;Ruhestand;1973-01-01;;;;
954;4.4.132;Universität;med.;Keller Heinz Max;Keller;Heinz Max;geburt;geboren;1925-10-31;;1925-10-31;;
954;4.4.132;Universität;med.;Keller Heinz Max;Keller;Heinz Max;tod;gestorben;;;;;
954;4.4.132;Universität;med.;Keller Heinz Max;Keller;Heinz Max;ausbildung;Gymnasium in Bern;;;;;
954;4.4.132;Universität;med.;Keller Heinz Max;Keller;Heinz Max;ausbildung;Studium in Bern;;;;;
954;4.4.132;Universität;med.;Keller Heinz Max;Keller;Heinz Max;ausbildung;Dr. med. Bern;1955-01-01;;;;
954;4.4.132;Universität;med.;Keller Heinz Max;Keller;Heinz Max;taetigkeit_vor_Eintritt;Chefarzt Bezirksspital Belp;;;;;
954;4.4.132;Universität;med.;Keller Heinz Max;Keller;Heinz Max;lehrtaetigkeit_unibe;PD Innere Medizin;1968-01-01;;;;
954;4.4.132;Universität;med.;Keller Heinz Max;Keller;Heinz Max;austritt_unibe;-;;;;;
989;4.4.167;Universität;med.;Keller Heinz Peter;Keller;Heinz Peter;geburt;geboren;1929-11-08;;1929-11-08;;
989;4.4.167;Universität;med.;Keller Heinz Peter;Keller;Heinz Peter;tod;gestorben;;;;;
989;4.4.167;Universität;med.;Keller Heinz Peter;Keller;Heinz Peter;ausbildung;Gymnasium in Bern;;;;;
989;4.4.167;Universität;med.;Keller Heinz Peter;Keller;Heinz Peter;ausbildung;Studium in Bern Paris;;;;;
989;4.4.167;Universität;med.;Keller Heinz Peter;Keller;Heinz Peter;ausbildung;Dr. med. Bern;1958-01-01;;;;
989;4.4.167;Universität;med.;Keller Heinz Peter;Keller;Heinz Peter;taetigkeit_vor_Eintritt;Oberarzt Bern;;;;;
989;4.4.167;Universität;med.;Keller Heinz Peter;Keller;Heinz Peter;lehrtaetigkeit_unibe;Lektor Innere Medizin Propädeutik;1970-01-01;;;;
989;4.4.167;Universität;med.;Keller Heinz Peter;Keller;Heinz Peter;lehrtaetigkeit_unibe;PD Innere Medizin;1976-01-01;;;;
989;4.4.167;Universität;med.;Keller Heinz Peter;Keller;Heinz Peter;austritt_unibe;-;;;;;
744;4.2.94;Universität;med.;Kellerhals Bernhard Emanuel;Kellerhals;Bernhard Emanuel;geburt;geboren;1933-10-24;;1933-10-24;;
744;4.2.94;Universität;med.;Kellerhals Bernhard Emanuel;Kellerhals;Bernhard Emanuel;tod;gestorben;;;;;
744;4.2.94;Universität;med.;Kellerhals Bernhard Emanuel;Kellerhals;Bernhard Emanuel;ausbildung;Gymnasium in Basel Studium in Basel;;;;;
744;4.2.94;Universität;med.;Kellerhals Bernhard Emanuel;Kellerhals;Bernhard Emanuel;ausbildung;Dr. med. Basel Schüler von Lüscher;1959-01-01;;;;
744;4.2.94;Universität;med.;Kellerhals Bernhard Emanuel;Kellerhals;Bernhard Emanuel;ausbildung;Pfaltz;;;;;
744;4.2.94;Universität;med.;Kellerhals Bernhard Emanuel;Kellerhals;Bernhard Emanuel;ausbildung;Engström;;;;;
744;4.2.94;Universität;med.;Kellerhals Bernhard Emanuel;Kellerhals;Bernhard Emanuel;taetigkeit_vor_Eintritt;PD Basel;1972-01-01;;;;
744;4.2.94;Universität;med.;Kellerhals Bernhard Emanuel;Kellerhals;Bernhard Emanuel;lehrtaetigkeit_unibe;aoP Otorhinolaryngologie;1975-01-01;;;;
744;4.2.94;Universität;med.;Kellerhals Bernhard Emanuel;Kellerhals;Bernhard Emanuel;austritt_unibe;-;;;;;
1260;6.2.21;Universität;phil.-hist.;Kern Leon;Kern;Leon;geburt;geboren;1894-05-15;;1894-05-15;;
1260;6.2.21;Universität;phil.-hist.;Kern Leon;Kern;Leon;tod;gestorben;;;;;
1260;6.2.21;Universität;phil.-hist.;Kern Leon;Kern;Leon;ausbildung;Gymnasium Lausanne;;;;;
1260;6.2.21;Universität;phil.-hist.;Kern Leon;Kern;Leon;ausbildung;Studium in Freiburg i. Ü. Lausanne Paris;;;;;
1260;6.2.21;Universität;phil.-hist.;Kern Leon;Kern;Leon;ausbildung;lic. Freiburg i. Ü.;1915-01-01;;;;
1260;6.2.21;Universität;phil.-hist.;Kern Leon;Kern;Leon;ausbildung;Dr. phil. Freiburg i. Ü.;1917-01-01;;;;
1260;6.2.21;Universität;phil.-hist.;Kern Leon;Kern;Leon;taetigkeit_vor_Eintritt;PD Lausanne;;;;;
1260;6.2.21;Universität;phil.-hist.;Kern Leon;Kern;Leon;lehrtaetigkeit_unibe;aoP Historische Hilfswissenschaften in Verbindung mit mittelalterlicher Geschichte;1925-01-01;;;;
1260;6.2.21;Universität;phil.-hist.;Kern Leon;Kern;Leon;austritt_unibe;Ruhestand;1963-01-01;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;geburt;geboren;1917-08-26;;1917-08-26;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;tod;gestorben;;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;ausbildung;Studium in Berlin Tübingen;;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;ausbildung;Dr. phil. Tübingen;1947-01-01;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;taetigkeit_vor_Eintritt;PD FU Berlin;1951-01-01;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;taetigkeit_vor_Eintritt;aoPFU Berlin;1956-01-01;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;taetigkeit_vor_Eintritt;oP FU Berlin;1959-01-01;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;taetigkeit_vor_Eintritt;oP Göttingen;1960-01-01;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;lehrtaetigkeit_unibe;oP Neuere deutsche Sprache und Literaturgeschichte;1970-01-01;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;austritt_unibe;Ruf nach Wolfenbüttel;1979-01-01;;;;
1209;6.1.99;Universität;phil.-hist.;Killy Walther;Killy;Walther;taetigkeit_nach_austritt;Direktor Forschungsinstitut Wolfenbüttel;1979-01-01;;;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;geburt;geboren;1711-01-01;;1711-01-01;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;tod;gestorben;1762-01-01;;;1762-01-01;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;ausbildung;Studium an der Hohen Schule Bern und an der Universität Marburg;;;;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;ausbildung;VDM Bern;1736-01-01;;;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;taetigkeit_vor_Eintritt;( ? ) Pfarrer Marburg;1734-01-01;1736-01-01;;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;lehrtaetigkeit_unibe;Professor der Eloquenz;1737-01-01;1758-01-01;;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;akad_aemter_unibe;Rektor der Hohen Schule;1742-01-01;1744-01-01;;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;akad_aemter_unibe;( ? ) Praepositus der Lateinschule;1746-01-01;1753-01-01;;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;akad_aemter_unibe;Praepositus des Klosters;1753-01-01;1758-01-01;;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;austritt_unibe;Promotion auf eine Pfarrstelle;1758-01-01;;;;
72;0.0.72;Hohe Schule;Hohe Schule;Kirchberger Johann Friedrich;Kirchberger;Johann Friedrich;taetigkeit_nach_austritt;Pfarrer Ins;1758-01-01;1762-01-01;;;
1646;7.4.33;Universität;phil.-nat.;Kissling Ernst;Kissling;Ernst;geburt;geboren;1864-01-01;;1864-01-01;;
1646;7.4.33;Universität;phil.-nat.;Kissling Ernst;Kissling;Ernst;tod;gestorben;;;;;
1646;7.4.33;Universität;phil.-nat.;Kissling Ernst;Kissling;Ernst;ausbildung;Dr. phil. Bern;;;;;
1646;7.4.33;Universität;phil.-nat.;Kissling Ernst;Kissling;Ernst;ausbildung;Schüler von Baltzer;;;;;
1646;7.4.33;Universität;phil.-nat.;Kissling Ernst;Kissling;Ernst;taetigkeit_vor_Eintritt;Sekundarlehrer Bern;;;;;
1646;7.4.33;Universität;phil.-nat.;Kissling Ernst;Kissling;Ernst;lehrtaetigkeit_unibe;PD Mineralogie und Geologie bes. Geologie der Schweiz;1892-01-01;;;;
1646;7.4.33;Universität;phil.-nat.;Kissling Ernst;Kissling;Ernst;austritt_unibe;;1906-01-01;;;;
1646;7.4.33;Universität;phil.-nat.;Kissling Ernst;Kissling;Ernst;taetigkeit_nach_austritt;Privatindustrie Rumänien;;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;geburt;geboren;1883-05-29;;1883-05-29;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;tod;gestorben;1980-08-17;;;1980-08-17;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;ausbildung;Gymnasium in Aarau;;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;ausbildung;Studium in Zürich Kiel München;;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;ausbildung;Staatsexamen Dr. med.;1908-01-01;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;ausbildung;Schüler von Bleuler;;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;ausbildung;Maier ( Zürich );;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;taetigkeit_vor_Eintritt;Direktor Klinik Schloss Knonau ( Besitzer );;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;taetigkeit_vor_Eintritt;PD Zürich;1921-01-01;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;lehrtaetigkeit_unibe;aoP Psychiatrie;1933-01-01;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;lehrtaetigkeit_unibe;oP;1936-01-01;;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;akad_aemter_unibe;Dekan;1938-01-01;1940-01-01;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;akad_aemter_unibe;Rektor;1950-01-01;1951-01-01;;;
559;4.1.69;Universität;med.;Klaesi Jakob;Klaesi;Jakob;austritt_unibe;Ruhestand;1953-01-01;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;geburt;geboren;1834-02-06;;1834-02-06;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;tod;gestorben;1913-10-23;;;1913-10-23;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;ausbildung;Studium in Königsberg Würzburg Jena Berlin;;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;ausbildung;Dr. med. Berlin;1856-01-01;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;ausbildung;Schüler von Virchow;;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;taetigkeit_vor_Eintritt;PD Königsberg / Assistent Berlin;;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;lehrtaetigkeit_unibe;aoP Pathologische Anatomie;1866-01-01;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;lehrtaetigkeit_unibe;oP;1867-01-01;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;austritt_unibe;Ruf nach Würzburg;1872-01-01;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;taetigkeit_nach_austritt;oP Würzburg;1872-01-01;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;taetigkeit_nach_austritt;oP Zürich;1883-01-01;;;;
517;4.1.27;Universität;med.;Klebs Edwin A. T.;Klebs;Edwin A. T.;taetigkeit_nach_austritt;Professor Chicago;1896-01-01;;;;
493;3.4.43;Universität;jurist.;Kleps Karlheinz;Kleps;Karlheinz;geburt;geboren;1931-08-07;;1931-08-07;;
493;3.4.43;Universität;jurist.;Kleps Karlheinz;Kleps;Karlheinz;tod;gestorben;;;;;
493;3.4.43;Universität;jurist.;Kleps Karlheinz;Kleps;Karlheinz;ausbildung;Gymnasium in Kamen;;;;;
493;3.4.43;Universität;jurist.;Kleps Karlheinz;Kleps;Karlheinz;ausbildung;Studium in Hamburg;;;;;
493;3.4.43;Universität;jurist.;Kleps Karlheinz;Kleps;Karlheinz;ausbildung;Dr. rer. pol. Hamburg Schüler von Egon Tuchtfeldt ( Bern );1960-01-01;;;;
493;3.4.43;Universität;jurist.;Kleps Karlheinz;Kleps;Karlheinz;lehrtaetigkeit_unibe;PD Nationalökonomie;1966-01-01;;;;
493;3.4.43;Universität;jurist.;Kleps Karlheinz;Kleps;Karlheinz;austritt_unibe;Ruf nach Linz;1969-01-01;;;;
493;3.4.43;Universität;jurist.;Kleps Karlheinz;Kleps;Karlheinz;taetigkeit_nach_austritt;oP Linz ( Österreich );1969-01-01;;;;
1093;5.3.3;Universität;med.-vet.;Klingler Kurt;Klingler;Kurt;geburt;geboren;1921-01-31;;1921-01-31;;
1093;5.3.3;Universität;med.-vet.;Klingler Kurt;Klingler;Kurt;tod;gestorben;;;;;
